code,mode,source_id,source_path_or_url,source_hash,output_path_or_url,output_hash,approved_by,approved_at,approval_batch,reason,apply,review_status
BF00771,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/bf00771/bf00771pl.jpg,f3e46252472bcf3a8d420a77cd1b256393b23c1bf7403cfa02cf7ab30a44d38f,/card-thumbnails/BF00771-auto-right.jpg,e54e66dd1dfd065c5140542f05a463f726bffeafe4678d53fe43ffc93b8405c4,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
BMW00366,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/bmw00366/bmw00366pl.jpg,7905645c6d9a7b647338dbf1dfe2c6b6afd2a0ed0ab12ddc78e1c861b3670700,/card-thumbnails/BMW00366-auto-right.jpg,abb489191d91ed66e8d73bce65ba4087bd7d5d7c8bffe5697773e5ad7abbe52c,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
CJOD00529,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/cjod00529/cjod00529pl.jpg,b41e92e91e98088ef91dfd4af965bf12effeb4f4457987081b1e0c73af8c684e,/card-thumbnails/CJOD00529-auto-right.jpg,70dbbe305d86083cf5de2991b9e4789897801ed8a2210e6a4827c2fece3fc3b6,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
DMDG00062,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/dmdg00062/dmdg00062pl.jpg,49482b7ceb38f97237dadfa031d7d3e4c6369b4f15564a1264542a333f230c69,/card-thumbnails/DMDG00062-auto-right.jpg,397315d0d370c537f90f64117bc87b0f11df8f27ca88ea6e5ebe242dd55b5c7a,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
DSOD00054,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/dsod00054/dsod00054pl.jpg,fd6d1247612e80f60ab055e9337af0fa23ab651a3a6b970ab8001e3314886889,/card-thumbnails/DSOD00054-auto-right.jpg,3179fdf9a863c1ffc0fd8828c1c4b9072173bac8c106f5d88c771bec8ff90974,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
DVEH00094,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/dveh00094/dveh00094pl.jpg,6c4b7d845ad4bac934b7219d12c587ae5b8e913434b8bc021aad0e341e89c4ee,/card-thumbnails/DVEH00094-auto-right.jpg,26fd8f34461ea286270cfe0ef207717602cc1a624e93e1394dc4352163847848,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
FCSS00014,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/fcss00014/fcss00014pl.jpg,cecc51d44ae8b0bce51a471d11c6803625e1659ca4e1e76ae049fecc2b91549f,/card-thumbnails/FCSS00014-auto-right.jpg,3b4b384dacb67b40b74b47eb51f15077dbe71dd15f5c4754a0555896f18ea91c,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
FJIN00162,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/fjin00162/fjin00162pl.jpg,4231e69f2ddc9686586137426b99b44803cb755d45a7a58877e798d99d8b11cb,/card-thumbnails/FJIN00162-auto-right.jpg,34f7e1a47d66778c9eefeee8787fd2f3ca740c5e45ba30c3318e3759a01646e4,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
GARA00026,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/gara00026/gara00026pl.jpg,4dad6126c025b3c976b80f42d3c7cbcaa9491f1a5c42972623256af7a8f238f3,/card-thumbnails/GARA00026-auto-right.jpg,53edc931bf640764fb6f2df5491dc348557548810ad9393d1f886c9e76420423,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
H_113CB00126,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/h_113cb00126/h_113cb00126pl.jpg,f09dd3bc57b140ccd9ecea8fc36d80c7e666245e44a2ae95f1d794c0466a08c9,/card-thumbnails/H_113CB00126-auto-right.jpg,62bee8824271c5d9f792c9354d0042a234357f38807f3ae255f4a29a60ee1288,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
H_1664HNBR00014,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/h_1664hnbr00014/h_1664hnbr00014pl.jpg,316b9bc3e48f909e21620f31aacf482c5c4ac96788ace9ee0ef20cde0c08e77d,/card-thumbnails/H_1664HNBR00014-auto-right.jpg,6a3d3e7712dc81254bc803d8dbca64d8251011f6c24c6367b208c010f7a5cb8b,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
H_1664KIR00079,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/h_1664kir00079/h_1664kir00079pl.jpg,962752d8ee96fdfd334f0f3768093b3fd53047b6b65bfa41e7c462a80e36c203,/card-thumbnails/H_1664KIR00079-auto-right.jpg,726f345b50943a4ea2c5e1ce12450522dc1178469e1c0f296c0dad4af6bd6056,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
H_237NACT00170,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/h_237nact00170/h_237nact00170pl.jpg,fbbd8eb1347e8c13c1027046a4e5c8bbb31f127bbb82a12677e78b089dd5a187,/card-thumbnails/H_237NACT00170-auto-right.jpg,420cb0ba894f29dc374fe60346217d19fcfb2633b50de144d765abea84d71a24,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
H_491KNMB00131,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/h_491knmb00131/h_491knmb00131pl.jpg,42467a0a3c14a2a32f4a35d96341cd6a9ced7e7b7a6e536970e5604c6908757d,/card-thumbnails/H_491KNMB00131-auto-right.jpg,4fef03125b0389f68ca71e4629393881a0534607fe8eeee09ed5729a58bff33d,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
HSSP00001,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/hssp00001/hssp00001pl.jpg,5afed9b0debc64f3b9e584dda44b9d81ee0c513c71f764fd4bceae12b9f17fb4,/card-thumbnails/HSSP00001-auto-right.jpg,f837bf7c02c13d3a5441aa2f5f67e948a5eebb964745bb923496b1010b7b0c97,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
IPOK00032,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/ipok00032/ipok00032pl.jpg,fa90994a39da47e529f018ff7cb40633d61e4a4bd660ae74ba856dfbe0972101,/card-thumbnails/IPOK00032-auto-right.jpg,d2ddc35399b902308505db313af97e52727843cf1e06b957db1eec8407724825,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
JDL00123,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/jdl00123/jdl00123pl.jpg,4666f52dfa5c94fa21be7e82fabbee47f9be5f5d44de2d64831f3c662316e32c,/card-thumbnails/JDL00123-auto-right.jpg,9db226355a4c8b282dbaeb8b2b71ae8a2bc99acc0cc7b3615559b886104782f5,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
JFB00515,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/jfb00515/jfb00515pl.jpg,34c7a0472c02a7b5b773bcc77e1af9b9beaf75d7c960a25461730fdce67dfdc3,/card-thumbnails/JFB00515-auto-right.jpg,57e8a6b6a78fb011bdade566879a295b303c02c4d32d5a14ec24e6de2ff79da0,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
JUR00830,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/jur00830/jur00830pl.jpg,702b2174a7a8d87e6b3f0b85ad0fbd5b09af2e71467ed0e228ae554f8394c118,/card-thumbnails/JUR00830-auto-right.jpg,cf3ab4f04e194fe678160267e0bef1878b85763af462ca83228ce86140d3ddba,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
1DLDSS00528,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/1dldss00528/1dldss00528pl.jpg,d3ceeb95c31be3457f68491cd86189f157560700ef900401c2ca8e4c605657b8,/card-thumbnails/1DLDSS00528-auto-right.jpg,595d2bd55be90ab01982c252a91764b2744b569bfe28fe4643012029fd7be30c,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
5642HODV22110,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/5642hodv22110/5642hodv22110pl.jpg,5e98372e509a526ed55e861017f80a01987de974878ab36b214528882fcb7865,/card-thumbnails/5642HODV22110-auto-right.jpg,2d36a2f2c60d40bb7a718be5d80325183b38ac953fe519e65c18c10fc185ffb7,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
CRNX00357,PACKAGE_CENTER,dvd:center,https://pics.dmm.co.jp/digital/video/crnx00357/crnx00357pl.jpg,50418a75ed62ba19054b24b8cae93924c0617a64e2268078b6c93da6dc9f59a6,/card-thumbnails/CRNX00357-auto-center.jpg,1ec3958de3e0054e7688f223ccedafb3d0ad572968660d70048e3141f208ee7a,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,PACKAGE_CENTER is the only crop that preserves useful composition across the package seam without the weaker narrow RIGHT framing; the main subject remains readable; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.,true,HUMAN_APPROVED
H_086JRZE00315,PACKAGE_RIGHT,dvd:right,https://pics.dmm.co.jp/digital/video/h_086jrze00315/h_086jrze00315pl.jpg,2290bb55049e55372f3058b57970f04e51d0be2659ae55d6998a593ed44ad1d7,/card-thumbnails/H_086JRZE00315-auto-right.jpg,7a866fb7abe5510992de8fafdbd27d63db655b5ee9de8e60ee0b5c23b9f6a484,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"PACKAGE_RIGHT cleanly isolates the natural front surface; the primary subject and identifying text remain legible, while FULL is too small and CENTER mixes package surfaces; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
MDVR00432,SAMPLE,sample:1,https://pics.dmm.co.jp/digital/video/mdvr00432/mdvr00432jp-1.jpg,95c5dfa96116509580ad3f70e5ee6cc8e3e9d0a5cd866af4a428a423ef9a0fcf,https://pics.dmm.co.jp/digital/video/mdvr00432/mdvr00432jp-1.jpg,95c5dfa96116509580ad3f70e5ee6cc8e3e9d0a5cd866af4a428a423ef9a0fcf,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"Exact sample:1 is the clearest representative card image, with a readable main subject and useful work context; package alternatives are smaller, less legible, or compositionally weaker; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
1START00593V,SAMPLE,sample:1,https://pics.dmm.co.jp/digital/video/1start00593v/1start00593vjp-1.jpg,1ebac1757bf2fc06b3f4ea739a14d88de8ef3935ab3e2e91cf801165a524d0a2,https://pics.dmm.co.jp/digital/video/1start00593v/1start00593vjp-1.jpg,1ebac1757bf2fc06b3f4ea739a14d88de8ef3935ab3e2e91cf801165a524d0a2,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"Exact sample:1 is the clearest representative card image, with a readable main subject and useful work context; package alternatives are smaller, less legible, or compositionally weaker; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
H_1787JKSR41302,PACKAGE_FULL,dvd:full,https://pics.dmm.co.jp/digital/video/h_1787jksr41302/h_1787jksr41302pl.jpg,24159e915a4c0a68a06c52871079f1135aa7b701b598a1b73d4117f837ec8be1,https://pics.dmm.co.jp/digital/video/h_1787jksr41302/h_1787jksr41302pl.jpg,24159e915a4c0a68a06c52871079f1135aa7b701b598a1b73d4117f837ec8be1,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,PACKAGE_FULL preserves the complete package composition and identifying context; available crops remove important information and sample stills are less representative; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.,true,HUMAN_APPROVED
52JD00011,PACKAGE_FULL,dvd:full,https://pics.dmm.co.jp/digital/video/52jd00011/52jd00011pl.jpg,0c9633fd3d13cfd710fc23bc6db9c9d6b75e60127eb87e7df635c841ed6c2f0b,https://pics.dmm.co.jp/digital/video/52jd00011/52jd00011pl.jpg,0c9633fd3d13cfd710fc23bc6db9c9d6b75e60127eb87e7df635c841ed6c2f0b,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,PACKAGE_FULL preserves the complete package composition and identifying context; available crops remove important information and sample stills are less representative; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.,true,HUMAN_APPROVED
SORA00647A,PACKAGE_FULL,dvd:full,https://pics.dmm.co.jp/digital/video/sora00647a/sora00647apl.jpg,1d9ac74897ace3637868b77f413f733f5f3ec7a31f1f18c3b0d0eafa9475b676,https://pics.dmm.co.jp/digital/video/sora00647a/sora00647apl.jpg,1d9ac74897ace3637868b77f413f733f5f3ec7a31f1f18c3b0d0eafa9475b676,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,PACKAGE_FULL preserves the complete package composition and identifying context; available crops remove important information and sample stills are less representative; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.,true,HUMAN_APPROVED
H_1454SPAR00603,PACKAGE_FULL,dvd:full,https://pics.dmm.co.jp/digital/video/h_1454spar00603/h_1454spar00603pl.jpg,6ad5248936ee0c50d057f046c02359107e3316365c71cf0f94fe8c8b6b7489ed,https://pics.dmm.co.jp/digital/video/h_1454spar00603/h_1454spar00603pl.jpg,6ad5248936ee0c50d057f046c02359107e3316365c71cf0f94fe8c8b6b7489ed,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,PACKAGE_FULL preserves the complete package composition and identifying context; available crops remove important information and sample stills are less representative; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.,true,HUMAN_APPROVED
SORA00648B,PACKAGE_FULL,dvd:full,https://pics.dmm.co.jp/digital/video/sora00648b/sora00648bpl.jpg,9f625db6c11add868d210ee5f47cdc392ff340d70ab49c44ec640771b8c2e572,https://pics.dmm.co.jp/digital/video/sora00648b/sora00648bpl.jpg,9f625db6c11add868d210ee5f47cdc392ff340d70ab49c44ec640771b8c2e572,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,PACKAGE_FULL preserves the complete package composition and identifying context; available crops remove important information and sample stills are less representative; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.,true,HUMAN_APPROVED
H_1454SPAR00504,PACKAGE_FULL,dvd:full,https://pics.dmm.co.jp/digital/video/h_1454spar00504/h_1454spar00504pl.jpg,1c488a4de25814dd7803b0e78cf624f4b2b6fb85645f274176837a98196876ce,https://pics.dmm.co.jp/digital/video/h_1454spar00504/h_1454spar00504pl.jpg,1c488a4de25814dd7803b0e78cf624f4b2b6fb85645f274176837a98196876ce,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,PACKAGE_FULL preserves the complete package composition and identifying context; available crops remove important information and sample stills are less representative; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.,true,HUMAN_APPROVED
H_1787JKSR74503,PACKAGE_FULL,dvd:full,https://pics.dmm.co.jp/digital/video/h_1787jksr74503/h_1787jksr74503pl.jpg,f63e582ac831ca6bf6f8ace7a43dcb68bea34b8f8c8d258b199e9b49b4695553,https://pics.dmm.co.jp/digital/video/h_1787jksr74503/h_1787jksr74503pl.jpg,f63e582ac831ca6bf6f8ace7a43dcb68bea34b8f8c8d258b199e9b49b4695553,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,PACKAGE_FULL preserves the complete package composition and identifying context; available crops remove important information and sample stills are less representative; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.,true,HUMAN_APPROVED
FJIN00160A,PACKAGE_FULL,dvd:full,https://pics.dmm.co.jp/digital/video/fjin00160a/fjin00160apl.jpg,d59b4da59a98ca2967fea8bf417ff5cf0f8a8047c057bb6bae07801377e1af72,https://pics.dmm.co.jp/digital/video/fjin00160a/fjin00160apl.jpg,d59b4da59a98ca2967fea8bf417ff5cf0f8a8047c057bb6bae07801377e1af72,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,PACKAGE_FULL preserves the complete package composition and identifying context; available crops remove important information and sample stills are less representative; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.,true,HUMAN_APPROVED
YMDS00310,PACKAGE_FULL,dvd:full,https://pics.dmm.co.jp/digital/video/ymds00310/ymds00310pl.jpg,77d4c3cbc31cd0e11a7f9743e500b79cb3d9b43b31593afa3cde7b28942951cc,https://pics.dmm.co.jp/digital/video/ymds00310/ymds00310pl.jpg,77d4c3cbc31cd0e11a7f9743e500b79cb3d9b43b31593afa3cde7b28942951cc,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,PACKAGE_FULL preserves the complete package composition and identifying context; available crops remove important information and sample stills are less representative; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.,true,HUMAN_APPROVED
FJIN00164A,PACKAGE_FULL,dvd:full,https://pics.dmm.co.jp/digital/video/fjin00164a/fjin00164apl.jpg,3acc0b8652a188c3bc1a80f9c5a5f997216682f0b144576d752fb6a67e1bd650,https://pics.dmm.co.jp/digital/video/fjin00164a/fjin00164apl.jpg,3acc0b8652a188c3bc1a80f9c5a5f997216682f0b144576d752fb6a67e1bd650,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,PACKAGE_FULL preserves the complete package composition and identifying context; available crops remove important information and sample stills are less representative; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.,true,HUMAN_APPROVED
H_068MXDLP00338,PACKAGE_FULL,dvd:full,https://pics.dmm.co.jp/digital/video/h_068mxdlp00338/h_068mxdlp00338pl.jpg,b2949d9582739be086509c955ab8ede5838dba19450ce1cd9ae6a42e65fa64e0,https://pics.dmm.co.jp/digital/video/h_068mxdlp00338/h_068mxdlp00338pl.jpg,b2949d9582739be086509c955ab8ede5838dba19450ce1cd9ae6a42e65fa64e0,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,PACKAGE_FULL preserves the complete package composition and identifying context; available crops remove important information and sample stills are less representative; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.,true,HUMAN_APPROVED
RBB00343,SAMPLE,sample:9,https://pics.dmm.co.jp/digital/video/rbb00343/rbb00343jp-9.jpg,0ee4daa5eb4b90b8338b7c3bb5d6ea4993b5e73bdf948b336b3e30fc40fcdc35,https://pics.dmm.co.jp/digital/video/rbb00343/rbb00343jp-9.jpg,0ee4daa5eb4b90b8338b7c3bb5d6ea4993b5e73bdf948b336b3e30fc40fcdc35,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,"Exact sample:9 is the clearest representative card image, with a readable main subject and useful work context; package alternatives are smaller, less legible, or compositionally weaker; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.",true,HUMAN_APPROVED
H_1738VIXBM00504,PACKAGE_FULL,dvd:full,https://pics.dmm.co.jp/digital/video/h_1738vixbm00504/h_1738vixbm00504pl.jpg,e31e42db60af32c4c340b99c20f162534c32c69bf40ab3011c079df61eb48e5a,https://pics.dmm.co.jp/digital/video/h_1738vixbm00504/h_1738vixbm00504pl.jpg,e31e42db60af32c4c340b99c20f162534c32c69bf40ab3011c079df61eb48e5a,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,PACKAGE_FULL preserves the complete package composition and identifying context; available crops remove important information and sample stills are less representative; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.,true,HUMAN_APPROVED
1STAR00320AI,PACKAGE_FULL,dvd:full,https://pics.dmm.co.jp/digital/video/1star00320ai/1star00320aipl.jpg,0155de44a8684d656dc4a70b3105badfddcb2b6ec91db792a179d1a99e2d45ff,https://pics.dmm.co.jp/digital/video/1star00320ai/1star00320aipl.jpg,0155de44a8684d656dc4a70b3105badfddcb2b6ec91db792a179d1a99e2d45ff,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,PACKAGE_FULL preserves the complete package composition and identifying context; available crops remove important information and sample stills are less representative; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.,true,HUMAN_APPROVED
H_1489J9900784A,PACKAGE_FULL,dvd:full,https://pics.dmm.co.jp/digital/video/h_1489j9900784a/h_1489j9900784apl.jpg,7930fac7e3667c8a84b3a403af59fc15fd1de29e02d348d18c7aa14e56bdbc64,https://pics.dmm.co.jp/digital/video/h_1489j9900784a/h_1489j9900784apl.jpg,7930fac7e3667c8a84b3a403af59fc15fd1de29e02d348d18c7aa14e56bdbc64,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,PACKAGE_FULL preserves the complete package composition and identifying context; available crops remove important information and sample stills are less representative; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.,true,HUMAN_APPROVED
YRNKMTNDVAJ00725A,PACKAGE_FULL,dvd:full,https://pics.dmm.co.jp/digital/video/yrnkmtndvaj00725a/yrnkmtndvaj00725apl.jpg,ccf51c395f481f15364cfe0d7fb08e652880dae846b5a27eb8761b7a80ddc37f,https://pics.dmm.co.jp/digital/video/yrnkmtndvaj00725a/yrnkmtndvaj00725apl.jpg,ccf51c395f481f15364cfe0d7fb08e652880dae846b5a27eb8761b7a80ddc37f,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,PACKAGE_FULL preserves the complete package composition and identifying context; available crops remove important information and sample stills are less representative; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.,true,HUMAN_APPROVED
YRNKMTNDVAJ00728A,PACKAGE_FULL,dvd:full,https://pics.dmm.co.jp/digital/video/yrnkmtndvaj00728a/yrnkmtndvaj00728apl.jpg,eeea74d0beceeae5b1d9bf0fb9ef1d12fba4ee45574216c3bb2e934c3e1ee098,https://pics.dmm.co.jp/digital/video/yrnkmtndvaj00728a/yrnkmtndvaj00728apl.jpg,eeea74d0beceeae5b1d9bf0fb9ef1d12fba4ee45574216c3bb2e934c3e1ee098,owner_delegated_via_chatgpt,2026-08-19T10:30:00Z,phase5f-review-batch-02,PACKAGE_FULL preserves the complete package composition and identifying context; available crops remove important information and sample stills are less representative; owner delegated proxy approval via ChatGPT; this is not an auto-safe classification.,true,HUMAN_APPROVED
